Year,Medal,Medalist,Entry,Style,Style_Crosswalk,Place
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sonoma-cider/"">Sonoma Cider</a>",Westcider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/spicers-winery/"">Spicer's Winery</a>",Sweet Williams Original,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/square-mile-cider/"">Square Mile Cider</a>",The Original Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/st-julian-winery/"">St. Julian Winery</a>",Gunga Din Original Hard Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",Blazar,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",Momento,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",Navi,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",Octorok,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",Remmy,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/texas-keeper-cider/"">Texas Keeper Cider</a>",Single Varietal GoldRush - 2013,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",Thornbury Premium Apple Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/three-brothers-wineries-estates/"">Three Brothers Wineries & Estates</a>",Red Apple Bombshell Original Hard Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Rambling Route,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",Hammer Bent Original,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",Hammer Bent Red,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/verger-belliveau-orchard/"">Verger Belliveau Orchard</a>",SCOW Craft Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",Heritage Dry,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/wild-cider/"">Wild Cider</a>",Wild Cider Apple,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",Black Star Farms Hard Apple Cider,Modern Cider,Modern Cider,
2015,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Eden Sparkling Semi-Dry Cider,Heritage Cider,Heritage Cider,1st Place
2015,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/old-hill-cider/"">Old Hill Cider</a>",Farmhand,Heritage Cider,Heritage Cider,
2015,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/"">Wandering Aengus Ciderworks</a>",Wandering Aengus Bloom Cider,Heritage Cider,Heritage Cider,
2015,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/"">Wandering Aengus Ciderworks</a>",Wandering Aengus Golden Russet Single Varietal Cider,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",2013 Traditions Ciderworks Riverwood Brut,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",Cider Master Reserve No. 1,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",Celestial,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/descendant-cider-company/"">Descendant Cider Company</a>",Red Fox,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/devoto-orchards-cider/"">Devoto Orchards Cider</a>",1976 Semi-Dry,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/devoto-orchards-cider/"">Devoto Orchards Cider</a>",Save The Gravenstein,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",American Heirloom,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/forgotten-ciders/"">Forgotten Ciders</a>",Private Stash,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/island-orchard-cider/"">Island Orchard Cider</a>",Kingston Black Bottle Conditioned Cider,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/"">Maiden Rock Winery & Cidery</a>",Crabby Cider,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",Kings & Spies,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Washington Heirloom 2013,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/stormalong-cider/"">Stormalong Cider</a>",Legendary Dry,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/texas-keeper-cider/"">Texas Keeper Cider</a>",Single Varietal Golden Russet 2013,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Melded,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Russet,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/virtue-cider/"">Virtue Cider</a>",Spirit Springs - Orchard Series,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/westcott-bay-cider/"">Westcott Bay Cider</a>",Westcott Bay Traditional Very Dry Cider,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/whetstone-ciderworks/"">Whetstone CiderWorks</a>",Barnyard Blend,Heritage Cider,Heritage Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/whitewood-cider-co/"">Whitewood Cider Co.</a>",Kingston Black Blend,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",Americana,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",Kinglet Bitter,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>","Orchard Original ",Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cambium-cider-co/"">Cambium Cider Co</a>",The Prospector,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/distillery-lane-ciderworks/"">Distillery Lane Ciderworks</a>",Kingston Black Sparkling,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",Crab Series Volume 1,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/"">Finnriver Farm and Cidery</a>",Golden Russet,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/forgotten-ciders/"">Forgotten Ciders</a>",Rare Harvest,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/forgotten-ciders/"">Forgotten Ciders</a>",Wild November,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/forgotten-ciders/"">Forgotten Ciders</a>",Windmill Watcher,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/frecon-farms/"">Frecon Farms</a>",Early Man,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/left-foot-charley/"">Left Foot Charley</a>",Classic,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/donovan-orchards-estate-ciders/"">Donovan Orchards Estate Ciders</a>",Semi Sweet Organic Cider,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/texas-keeper-cider/"">Texas Keeper Cider</a>",Texas Keeper No. 1 - 2013,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Blossom Nectar,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",American 150,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Baldwin,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",Ashmead's Kernel,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/virtue-cider/"">Virtue Cider</a>",Offal Good Cider,Heritage Cider,Heritage Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/whitewood-cider-co/"">Whitewood Cider Co.</a>",Northland Traditional,Heritage Cider,Heritage Cider,
2015,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",Gold Rush Cider,English Cider,Traditional Cider,
2015,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-viuda-de-angelon/"">Sidra Viuda de Angelón</a>",Viuda de Angelon Sidra 1947,English Cider,Traditional Cider,
2015,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/"">Wandering Aengus Ciderworks</a>",Wandering Aengus Oaked Dry,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cider-riot/"">Cider Riot!</a>",1763 Revolutionary West Country Cider,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Eden Sparkling Dry Cider,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Hogan's Dry Cider,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/liberty-ciderworks/"">Liberty Ciderworks</a>",Kingston Black SV,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",Bittersweet Funk,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/donovan-orchards-estate-ciders/"">Donovan Orchards Estate Ciders</a>",Dabinett English Style Cider,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/reverend-nats-hard-cider/"">Reverend Nat's Hard Cider</a>",Lorrie's Gold,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>","Wild English ",English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-riestra/"">Sidra Riestra</a>",Guzman Riestra Sidra Brut Nature,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-viuda-de-angelon/"">Sidra Viuda de Angelón</a>",Viuda de Angelon Sidra Brut,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/"">Snowdrift Cider Co.</a>",Cidermaker's Reserve,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/virtue-cider/"">Virtue Cider</a>",The Ledbury Cider,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/worleys-cider/"">Worley's Cider</a>",Mendip Hills,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/worleys-cider/"">Worley's Cider</a>",Special Reserve,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",2012 Traditions Ciderworks Amity Rose,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",2013 Traditions Ciderworks Afton Field,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/california-cider-company/"">California Cider Company</a>",Ace Joker Hard Apple Cider,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/craigies-cider/"">Craigies Cider</a>",Dalliance,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/dan-kellys-cider/"">Dan Kelly's Cider</a>",Dan Kelly's Cider,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/distillery-lane-ciderworks/"">Distillery Lane Ciderworks</a>",Scrumpy,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/forgotten-ciders/"">Forgotten Ciders</a>","Scarlet Russian ",English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",Hogan's Medium Cider,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/longueville-house/"">Longueville House</a>",Longueville House Cider,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/methow-valley-ciderhouse/"">Methow Valley Ciderhouse</a>",Pinnacle Goat,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/montana-ciderworks/"">Montana CiderWorks</a>",North Fork Traditional,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",Posh Scrumpy,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sheppys-cider/"">Sheppy's Cider</a>",Sheppy's Oak Matured Vintage Cider,English Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/worleys-cider/"">Worley's Cider</a>",Premium Vintage,English Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-la-sapiniere/"">Ferme de la Sapinière</a>",Cidre Bouché « 70 ème anniversaire »,French Cider,Traditional Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-la-sapiniere/"">Ferme de la Sapinière</a>",Cidre Rivage du Bessin,French Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",Cidre Bouche,French Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",Chapeau Brun,French Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/duntroon-cyder-house/"">Duntroon Cyder House</a>",Cuvee Claude Jolicoeur,French Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-la-sapiniere/"">Ferme de la Sapinière</a>",Cidre le Verger du Littoral,French Cider,Traditional Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-la-sapiniere/"">Ferme de la Sapinière</a>",Cidre Omaha Beach,French Cider,Traditional Cider,
2015,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/bereziartua/"">Bereziartua</a>",Bereziartua Basque Cider,Spanish Cider,Natural Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/maeloc/"">Maeloc</a>",Maeloc Natural Cider,Spanish Cider,Natural Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-fanjul/"">Sidra Fanjul</a>",Sidra Natural Fanjul,Spanish Cider,Natural Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-riestra/"">Sidra Riestra</a>",Sidra Natural Riestra,Spanish Cider,Natural Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",Sidra Trabanco Cosecha Propia,Spanish Cider,Natural Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidreria-irigoien-herrero/"">Sidrería Irigoien Herrero</a>",Sagardoa Irigoien,Spanish Cider,Natural Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/virtue-cider/"">Virtue Cider</a>",Sidra de Nava,Spanish Cider,Natural Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/troy-cider/"">Troy Cider</a>",Troy Cider MMXIII,Spanish Cider,Natural Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/island-orchard-cider/"">Island Orchard Cider</a>",Pear Cider,New World Perry,Modern Perry,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/island-orchard-cider/"">Island Orchard Cider</a>",Pear Reserve Bottle Conditioned Pear,New World Perry,Modern Perry,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/mcintosh-cellars/"">Mcintosh Cellars</a>","Perry ",New World Perry,Modern Perry,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",Our Perry,New World Perry,Modern Perry,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",Sweet William,New World Perry,Modern Perry,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/pommies-cider-co/"">Pommies Cider Co.</a>",Pommies Perry,New World Perry,Modern Perry,
