Name,Town/City,Region,Country,Primary Type,Google,Website,Facebook,Instagram,Yelp,TripAdvisor,Untappd,GLINTCAP,AKA
Kabiles Muižas,Kabile,Kuldīga,Latvia,Fruit Wine,"<a href=""https://maps.google.com/?cid=5713745034453015527"">Google</a>",,"<a href=""https://www.facebook.com/Kabilesmuiza/"">Facebook</a>","<a href=""https://www.instagram.com/kabilesmuiza/"">Instagram</a>",,,"<a href=""https://untappd.com/w/kabiles-muizas-vina-daritava/479950"">Untappd</a>",,
Buhagen,Skiftun,Rogaland,Norway,Cider,"<a href=""https://maps.google.com/?cid=13061266213598446649"">Google</a>","<a href=""https://buhagen-kultur.no/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100064834955188"">Facebook</a>","<a href=""https://www.instagram.com/buhagen_/"">Instagram</a>",,,"<a href=""https://untappd.com/w/buhagen/490034"">Untappd</a>",,
Bringebærlandet,Drøbak,Akershus,Norway,Fruit Wine,"<a href=""https://maps.google.com/?cid=4598585383797969331"">Google</a>","<a href=""https://bringebarlandet.no/"">Website</a>","<a href=""https://www.facebook.com/Bringebaerlandet/"">Facebook</a>","<a href=""https://www.instagram.com/bringebaerlandet/"">Instagram</a>",,,"<a href=""https://untappd.com/w/bringebaerlandet/452149"">Untappd</a>",,
Fjordsider,Hjelset,Møre og Romsdal,Norway,Cider,"<a href=""https://maps.google.com/?cid=11022661392898708428"">Google</a>","<a href=""https://www.fjordsider.com/"">Website</a>","<a href=""https://www.facebook.com/Fjordsider/"">Facebook</a>","<a href=""https://www.instagram.com/fjordsider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/fjordsider-sider-as/448484"">Untappd</a>",,Sider AS
Solhøi Cider,Oslo,Oslo,Norway,Cider,,"<a href=""https://solhoicider.com/"">Website</a>","<a href=""https://www.facebook.com/solhoicider"">Facebook</a>","<a href=""https://www.instagram.com/solhoi_cider"">Instagram</a>",,,"<a href=""https://untappd.com/w/solha-i-cidery/342346"">Untappd</a>",,
Dyre Gård,Moss,Østfold,Norway,Cider,"<a href=""https://maps.google.com/?cid=7586458171029000349"">Google</a>","<a href=""https://www.dyregaard.no/"">Website</a>","<a href=""https://www.facebook.com/dyregaard.no/"">Facebook</a>","<a href=""https://www.instagram.com/dyregaardeplegarden/"">Instagram</a>",,,"<a href=""https://untappd.com/w/dyre-gard/503401"">Untappd</a>",,
Gardsbrenneriet,Sandane,Vestland,Norway,Spirits,"<a href=""https://maps.google.com/?cid=6218688572622832760"">Google</a>","<a href=""https://gardsbrenneriet.no/"">Website</a>","<a href=""https://www.facebook.com/gardsbrenneriet/"">Facebook</a>","<a href=""https://www.instagram.com/gardsbrenneriet/"">Instagram</a>",,,"<a href=""https://untappd.com/w/gardsbrenneriet/533485"">Untappd</a>",,
Grubbestad Gård,Sandefjord,Vestfold,Norway,Fruit Wine,"<a href=""https://maps.google.com/?cid=711772133025183468"">Google</a>","<a href=""https://grubbestadgard.no/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100076297912277"">Facebook</a>","<a href=""https://www.instagram.com/grubbestad.gard/"">Instagram</a>",,,,,
Sent Om Cider,Saltsjöbaden,"Stockholm ",Sweden,Cider,,"<a href=""https://www.sentomcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/sentomcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/sent-om-cider/545566"">Untappd</a>",,
Sideriet,Lunde,Telemark,Norway,Cider,"<a href=""https://maps.google.com/?cid=10667377439591253274"">Google</a>","<a href=""https://www.sideriet.no/"">Website</a>","<a href=""https://www.facebook.com/SiderietAS/"">Facebook</a>","<a href=""https://www.instagram.com/sideriet_/"">Instagram</a>",,,"<a href=""https://untappd.com/Sideriet_"">Untappd</a>",,
Stadin Panimo,Helsinki,Uusimaa,Finland,Beer,"<a href=""https://maps.google.com/?cid=4420530638990962143"">Google</a>","<a href=""https://www.stadinpanimo.fi/"">Website</a>","<a href=""https://www.facebook.com/StadinPanimo"">Facebook</a>","<a href=""https://www.instagram.com/stadinpanimo"">Instagram</a>","<a href=""https://www.yelp.com/biz/stadin-panimo-helsinki"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g189934-d8592069"">TripAdvisor</a>","<a href=""https://untappd.com/stadinpanimo"">Untappd</a>",,
Begiristain Sagardotegia,"Legorreta ",Basque Country,Spain,Cider,"<a href=""https://maps.google.com/?cid=726838247126869058"">Google</a>","<a href=""https://www.begiristainsagardotegia.com/"">Website</a>",,"<a href=""https://www.instagram.com/begiristainsagardotegia/"">Instagram</a>",,,"<a href=""https://untappd.com/w/begiristain-sagardotegia/286519"">Untappd</a>",,Sidrería Aulia
Campple Cider,Gijón,Asturias,Spain,Cider,"<a href=""https://maps.google.com/?cid=16532819691065513954"">Google</a>","<a href=""https://campplecider.com/"">Website</a>",,"<a href=""https://www.instagram.com/campplecider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/campple-iberica/458579"">Untappd</a>",,
Cervezas Yria,Valdemoro,Madrid,Spain,Beer,"<a href=""https://maps.google.com/?cid=27711217619101810"">Google</a>","<a href=""https://www.cervezasyria.com/"">Website</a>",,"<a href=""https://www.instagram.com/cervezasyria"">Instagram</a>",,,"<a href=""https://untappd.com/Yria"">Untappd</a>",,
St. Anton,Suvorov,"Tula ",Russia,Cider,"<a href=""https://maps.google.com/?cid=992035969626414458"">Google</a>","<a href=""http://www.yablochny-spas.ru/"">Website</a>","<a href=""https://www.facebook.com/ru.st.anton"">Facebook</a>","<a href=""https://www.instagram.com/cider_st.anton"">Instagram</a>",,,"<a href=""https://untappd.com/StAntonBrewery"">Untappd</a>",,Yablochny Spas
Sarasola Sagardotegia,Asteasu,Basque Country,Spain,Cider,"<a href=""https://maps.google.com/?cid=4818366078847267027"">Google</a>","<a href=""https://sidreriasarasola.com/"">Website</a>","<a href=""https://www.facebook.com/sidreriasarasolaasteasu/"">Facebook</a>","<a href=""https://www.instagram.com/sarasola_asteasu/"">Instagram</a>",,,"<a href=""https://untappd.com/w/sidreria-sarasola/98718"">Untappd</a>",,
Sagar Iraultza,Astigarraga,Basque Country,Spain,Cider,,,,,,,"<a href=""https://untappd.com/w/sagar-iraultza-s-l/497642"">Untappd</a>",,
Sidra La Borda de Basajaun,Muskitz,Navarre,Spain,Cider,,,"<a href=""https://www.facebook.com/sidra.basajaun"">Facebook</a>","<a href=""https://www.instagram.com/sidra.labordadebasajaun/"">Instagram</a>",,,,,Juankorena Sagardotegia
Kastler Cider,Nové Zámky,Nitra,Slovakia,Cider,"<a href=""https://maps.google.com/?cid=15302315145196457481"">Google</a>","<a href=""https://kastler.sk/"">Website</a>","<a href=""https://www.facebook.com/KastlerSK/"">Facebook</a>","<a href=""https://www.instagram.com/kastlersk/"">Instagram</a>",,,"<a href=""https://untappd.com/w/kastler/301533"">Untappd</a>",,
Ngeringa,Mount Barker,South Australia,Australia,Wine,"<a href=""https://maps.google.com/?cid=11506927468196945440"">Google</a>","<a href=""https://ngeringa.com/"">Website</a>","<a href=""https://www.facebook.com/Ngeringa"">Facebook</a>","<a href=""https://www.instagram.com/ngeringa/"">Instagram</a>","<a href=""https://www.yelp.com/biz/ngeringa-vineyard-mount-barker"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g499718-d4340918"">TripAdvisor</a>","<a href=""https://untappd.com/w/ngeringa-vineyards/402508"">Untappd</a>",,
Urbanaut Brewing Co.,Kingsland,Auckland,New Zealand,Beer,"<a href=""https://maps.google.com/?cid=2912660730149466695"">Google</a>","<a href=""https://www.urbanautbeer.com/"">Website</a>","<a href=""https://www.facebook.com/urbanautbrewingco/"">Facebook</a>","<a href=""https://www.instagram.com/kihidrinks/"">Instagram</a>","<a href=""https://www.yelp.com/biz/urbanaut-auckland"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1811027-d12886060"">TripAdvisor</a>","<a href=""https://untappd.com/Urbanaut"">Untappd</a>",,KIHI Drinks
Le Lieu Chéri,Ouilly-le-Vicomte,Normandy,France,Cider,"<a href=""https://maps.google.com/?cid=14953763942046687004"">Google</a>","<a href=""https://www.lelieucheri.fr/"">Website</a>","<a href=""https://www.facebook.com/lelieucheri/"">Facebook</a>","<a href=""https://www.instagram.com/lelieucheri/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g4452119-d4450623"">TripAdvisor</a>","<a href=""https://untappd.com/w/le-lieu-cheri/191341"">Untappd</a>",,
Oud Beersel,Beersel,Flemish Brabant,Belgium,Beer,"<a href=""https://maps.google.com/?cid=11225816898414246982"">Google</a>","<a href=""https://oudbeersel.com/"">Website</a>","<a href=""https://www.facebook.com/oudbeersel"">Facebook</a>","<a href=""https://www.instagram.com/oudbeersel/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3297357-d3669110"">TripAdvisor</a>","<a href=""https://untappd.com/oudbeersel"">Untappd</a>",,
Ferme du Vastel,La Pernelle,Normandy,France,Cider,"<a href=""https://maps.google.com/?cid=6978524770311800272"">Google</a>","<a href=""https://www.lafermeduvastel.net/"">Website</a>","<a href=""https://www.facebook.com/ferme.duvastel"">Facebook</a>","<a href=""https://www.instagram.com/fermeduvastel50/"">Instagram</a>",,,"<a href=""https://untappd.com/w/la-ferme-du-vastel/494116"">Untappd</a>",,
La Cidrerie du Canal,Paris,Île-de-France,France,Point of Interest,"<a href=""https://maps.google.com/?cid=2621997145549523522"">Google</a>","<a href=""https://la-cidrerie.com/"">Website</a>","<a href=""https://www.facebook.com/lacidrerieparis/"">Facebook</a>","<a href=""https://www.instagram.com/lacidrerie_paris/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g187147-d17599267"">TripAdvisor</a>","<a href=""https://untappd.com/v/la-cidrerie/9066046"">Untappd</a>",,
La Cidrerie des Batignolles,Paris,Île-de-France,France,Point of Interest,"<a href=""https://maps.google.com/?cid=10251031048746617701"">Google</a>","<a href=""https://la-cidrerie.com/"">Website</a>","<a href=""https://www.facebook.com/lacidrerieparis/"">Facebook</a>","<a href=""https://www.instagram.com/lacidrerie_paris/"">Instagram</a>",,,"<a href=""https://untappd.com/v/la-cidrerie/11615347"">Untappd</a>",,
Druug,Ghent,East Flanders,Belgium,Cider,"<a href=""https://maps.google.com/?cid=7405373956406316530"">Google</a>","<a href=""https://www.druugcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/druugcider"">Instagram</a>",,,"<a href=""https://untappd.com/w/druug/523679"">Untappd</a>",,
Black Hand Cellars,Cambria,California,United States,Wine,"<a href=""https://maps.google.com/?cid=4321799801884784572"">Google</a>","<a href=""https://www.blackhandcellars.com/"">Website</a>","<a href=""https://www.facebook.com/BlackHandCellars"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/black-hand-cellars-cambria"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32148-d8798314"">TripAdvisor</a>","<a href=""https://untappd.com/w/black-hand-cellars/435614"">Untappd</a>",,
Thacher Winery & Vineyard,Paso Robles,California,United States,Wine,"<a href=""https://maps.google.com/?cid=9937032014567729272"">Google</a>","<a href=""https://www.thacherwinery.com/"">Website</a>","<a href=""https://www.facebook.com/thacher.winery"">Facebook</a>","<a href=""https://www.instagram.com/thacherwinery"">Instagram</a>","<a href=""https://www.yelp.com/biz/thacher-winery-paso-robles"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32861-d3483519"">TripAdvisor</a>","<a href=""https://untappd.com/w/thacher-winery/560012"">Untappd</a>",,Kentucky Ranch Cider
Field Recordings,Paso Robles,California,United States,Wine,"<a href=""https://maps.google.com/?cid=13782472068484962948"">Google</a>","<a href=""https://fieldrecordingswine.com/"">Website</a>","<a href=""https://www.facebook.com/field.recordings"">Facebook</a>","<a href=""https://www.instagram.com/fieldrecordingswine"">Instagram</a>","<a href=""https://www.yelp.com/biz/field-recordings-paso-robles"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32861-d19319305"">TripAdvisor</a>","<a href=""https://untappd.com/w/field-recordings/482158"">Untappd</a>",,
Night Owl Ciderworks,San Miguel,California,United States,Cider,,"<a href=""https://www.nightowlcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/nightowlcider"">Instagram</a>",,,"<a href=""https://untappd.com/NIGHTOWLCIDERWORKS"">Untappd</a>",,
Maddox Meadery,Paso Robles,California,United States,Mead,,"<a href=""https://maddoxmeadery.com/"">Website</a>","<a href=""https://www.facebook.com/maddoxmeadery"">Facebook</a>","<a href=""https://www.instagram.com/maddoxmeadery/"">Instagram</a>",,,,,
1818 Farm & Cidery,Carp,Ontario,Canada,Cider,"<a href=""https://maps.google.com/?cid=7100877252049373362"">Google</a>","<a href=""https://www.1818farmandcidery.ca/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100091053750749"">Facebook</a>","<a href=""https://www.instagram.com/1818farm_cidery/"">Instagram</a>",,,"<a href=""https://untappd.com/w/1818-farm-cidery/561633"">Untappd</a>",,
Gahan Beer,Charlottetown,Prince Edward Island,Canada,Beer,"<a href=""https://maps.google.com/?cid=9109539358396791122"">Google</a>","<a href=""https://gahan.ca/"">Website</a>","<a href=""https://www.facebook.com/GahanBeer/"">Facebook</a>","<a href=""https://www.instagram.com/gahanbeer/"">Instagram</a>","<a href=""https://www.yelp.com/biz/the-gahan-house-charlottetown"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g155023-d684834"">TripAdvisor</a>","<a href=""https://untappd.com/peibrew"">Untappd</a>",,
Cidrerie des Croisiers,Héron,Liège,Belgium,Cider,,,"<a href=""https://www.facebook.com/profile.php?id=100064358154572"">Facebook</a>",,,,"<a href=""https://untappd.com/w/cidrerie-des-croisiers/463851"">Untappd</a>",,
Cidrerie du Condroz,Havelange,Namur,Belgium,Cider,"<a href=""https://maps.google.com/?cid=5563097625670432312"">Google</a>","<a href=""https://www.cidrerieducondroz.be/"">Website</a>","<a href=""https://www.facebook.com/cidrerieducondroz"">Facebook</a>","<a href=""https://www.instagram.com/cidrerieducondroz"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidrerie-du-condroz/380829"">Untappd</a>",,
Cidre Walter,Thimister-Clermont,Liège,Belgium,Cider,,"<a href=""https://www.cidre-walter.be/"">Website</a>","<a href=""https://www.facebook.com/cidrewalter"">Facebook</a>","<a href=""https://www.instagram.com/cidrewalter/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidre-walter/546001"">Untappd</a>",,
Les Terres de Crompechine,Namur,Namur,Belgium,Cider,,"<a href=""https://www.crompechine.be/"">Website</a>","<a href=""https://www.facebook.com/Crompechine"">Facebook</a>","<a href=""https://www.instagram.com/terres_crompechine"">Instagram</a>",,,"<a href=""https://untappd.com/w/les-terres-de-crompechine/528082"">Untappd</a>",,
Fruitdas,Sint-Truiden,Limburg,Belgium,Cider,,"<a href=""https://fruitdas.be/"">Website</a>","<a href=""https://www.facebook.com/deFruitdas"">Facebook</a>",,,,"<a href=""https://untappd.com/Fruitdas"">Untappd</a>",,
De Mederie,Celles,Hainaut,Belgium,Mead,"<a href=""https://maps.google.com/?cid=13261993671326107554"">Google</a>","<a href=""https://www.demederie.be/"">Website</a>","<a href=""https://www.facebook.com/demederie"">Facebook</a>","<a href=""https://www.instagram.com/de.mederie"">Instagram</a>",,,"<a href=""https://untappd.com/MederieCiders"">Untappd</a>",,
Ganzenhof Cider,Meise,Flemish Brabant,Belgium,Cider,,"<a href=""https://www.ganzenhofcider.com/"">Website</a>","<a href=""https://www.facebook.com/GanzenhofCider"">Facebook</a>","<a href=""https://www.instagram.com/ganzenhof"">Instagram</a>",,,"<a href=""https://untappd.com/w/imdenhof-ganzenhof-cider/463430"">Untappd</a>",,
The Cider House,Vancouver,British Columbia,Canada,Cider,"<a href=""https://maps.google.com/?cid=2621922468677835737"">Google</a>","<a href=""https://ciderhouserules.ca/"">Website</a>","<a href=""https://www.facebook.com/Theciderhousevancouver"">Facebook</a>","<a href=""https://www.instagram.com/vancitycider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/the-cider-house-vancouver"">Yelp</a>",,"<a href=""https://untappd.com/w/the-cider-house/470225"">Untappd</a>",,
Duura Cider,Vila Verde,Braga,Portugal,Cider,"<a href=""https://maps.google.com/?cid=11208855092786016030"">Google</a>","<a href=""https://cervejaletra.pt/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100089766654482"">Facebook</a>","<a href=""https://www.instagram.com/duura.cider/"">Instagram</a>",,,"<a href=""https://untappd.com/LETRABREWERY"">Untappd</a>",,Cerveja Letra
Zidra Romã,Alvaiázere,Leiria,Portugal,Cider,,"<a href=""https://zidra.pt/"">Website</a>","<a href=""https://www.facebook.com/zidraroma"">Facebook</a>","<a href=""https://www.instagram.com/zidra_roma/"">Instagram</a>",,,"<a href=""https://untappd.com/w/sin/544490"">Untappd</a>",,
ADA Cider & Wine,Mouronho,Coimbra,Portugal,Cider,,,,"<a href=""https://www.instagram.com/appleandgrape.wine/"">Instagram</a>",,,"<a href=""https://untappd.com/w/ada-adriana-david/558488/"">Untappd</a>",,Adriana & David
NaturAle,Tbilisi,,Georgia,Beer,"<a href=""https://maps.google.com/?cid=10323274074912602871"">Google</a>","<a href=""http://craft-beer.ge/"">Website</a>","<a href=""https://www.facebook.com/geocraftbeer"">Facebook</a>","<a href=""https://www.instagram.com/naturalebrewery/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g294195-d15290030"">TripAdvisor</a>","<a href=""https://untappd.com/w/naturale-georgian-craft-brewery/301007"">Untappd</a>",,
Ping Dynasty Cider,Beijing,,China,Cider,,,"<a href=""https://www.facebook.com/pingcider/"">Facebook</a>","<a href=""https://www.instagram.com/pingcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/ping-dynasty-brewing-company/419993"">Untappd</a>",,
Urbrew,Handan,Hebei,China,Beer,,"<a href=""https://www.urbrew.com.cn/"">Website</a>","<a href=""https://www.facebook.com/URBREW"">Facebook</a>",,,,"<a href=""https://untappd.com/Urbrew"">Untappd</a>",,
Taiwan Head Brewers,New Taipei City,,Taiwan,Beer,"<a href=""https://maps.google.com/?cid=14203949899200282938"">Google</a>","<a href=""https://headbrewers.com.tw/"">Website</a>","<a href=""https://www.facebook.com/taiwanheadbrewers/"">Facebook</a>","<a href=""https://www.instagram.com/taiwanheadbrewers"">Instagram</a>",,,"<a href=""https://untappd.com/TaiwanHeadBrewersBrewingCo"">Untappd</a>",,
