Year,Medal,Entrant,Entry,Style,Place
2019,🥇 GOLD,Tieton Cider Works,Cranberry Cider,Fruit Cider,
2019,🥈 SILVER,Tieton Cider Works,Apricot Cider,Fruit Cider,
2019,🥈 SILVER,Tieton Cider Works,Cherry Cider,Fruit Cider,
2019,🥈 SILVER,Tieton Cider Works,Dry Hopped Cider,Hopped Cider,
2019,🥈 SILVER,Tieton Cider Works,Huckleberry Cider,Fruit Cider,
2019,🥈 SILVER,Tieton Cider Works,Pure Pear,Modern Perry,
2019,🥈 SILVER,Tieton Cider Works,Single Varietal Harrison,Heritage Cider - Dry,
2019,🥈 SILVER,Tieton Cider Works,Tieton Dry Cider,Heritage Cider - Dry,
2019,🥉 BRONZE,Tieton Cider Works,Bourbon Peach Cider,Wood Aged Specialty Cider,
2019,🥉 BRONZE,Tieton Cider Works,Organic Cider,Modern Cider - Dry,
2019,🥉 BRONZE,Tieton Cider Works,Wild Washington Cider,Heritage Cider - Dry,
2018,🥈 SILVER,Tieton Cider Works,Cherry Cider,Fruit Cider,
2018,🥈 SILVER,Tieton Cider Works,Lavender Honey,Spiced Cider,
2018,🥈 SILVER,Tieton Cider Works,Wild Washington,Heritage Cider - Dry,
2018,🥉 BRONZE,Tieton Cider Works,Apricot Cider,Fruit Cider,
2018,🥉 BRONZE,Tieton Cider Works,Huckleberry Cider,Fruit Cider,
2018,🥉 BRONZE,Tieton Cider Works,Sparkling Perry,Traditional Perry,
2018,🥉 BRONZE,Tieton Cider Works,Yakima Valley Dry Hopped,Hopped Cider,
2016,🥈 SILVER,Tieton Cider Works,Sparkling Perry,Traditional Perry,
2016,🥉 BRONZE,Tieton Cider Works,Cidermakers Reserve,Wood Aged Cider and Perry,
2016,🥉 BRONZE,Tieton Cider Works,Cranberry Hard Cider,Fruit Cider,
2015,🥈 SILVER,Tieton Cider Works,Cherry Cider,Fruit Cider,
2015,🥈 SILVER,Tieton Cider Works,Yakima Valley Dry Hopped,Hopped/Herbal Cider,
2015,🥉 BRONZE,Tieton Cider Works,Blossom Nectar,Heritage Cider,
2015,🥉 BRONZE,Tieton Cider Works,Rambling Route,Modern Cider,
2015,🥉 BRONZE,Tieton Cider Works,Tieton Wind,Pommeau,
2014,🥉 BRONZE,Tieton Cider Works,Tieton Wind,Pommeau,
2013,🥈 SILVER,Tieton Cider Works,Cider Maker's Reserve,Wood Aged Cider and Perry,
2013,🥈 SILVER,Tieton Cider Works,Tieton Wind,Pommeau,
2013,🥉 BRONZE,Tieton Cider Works,Precipice Perry,Traditional Perry,
2012,🥇 GOLD,Tieton Cider Works,Precipice Perry,Traditional Perry,
2012,🥈 SILVER,Tieton Cider Works,Apricot Cider,Fruit Cider,
2011,🥈 SILVER,Tieton Cider Works,Blossom Nectar,English Cider,
2011,🥉 BRONZE,Tieton Cider Works,Cherry Cider,Fruit Cider,
2011,🥉 BRONZE,Tieton Cider Works,Tieton Blend Cider,English Cider,
2013,🥈 SILVER,Tilted Shed Ciderworks,Graviva!,New World Cider,
2013,🥉 BRONZE,Tilted Shed Ciderworks,Lost Orchard ,English Cider,
2018,🥈 SILVER,Tin Hat Cider,Fipenny Bit,Heritage Cider - Dry,
2023,🥈 SILVER,Toboggan Brewing Co.,Cranberry Cider,Fruit Cider,
2023,🥈 SILVER,Toboggan Brewing Co.,Dry Cider,Modern Cider - Dry,
2023,🥈 SILVER,Toboggan Brewing Co.,Field Berry,Fruit Cider,
2023,🥈 SILVER,Toboggan Brewing Co.,Ginger Cider,Botanical Cider,
2023,🥉 BRONZE,Toboggan Brewing Co.,Sweet Cider,Modern Cider - Sweet,
2017,🏆 BEST IN CLASS,Toboggan Brewing Co.,Rhubarb Cider,Fruit Cider,1st Place
2017,🥈 SILVER,Toboggan Brewing Co.,Blackberry Cider,Fruit Cider,
2017,🥉 BRONZE,Toboggan Brewing Co.,Toboggan Sweet Cider,Modern Cider - Sweet,
2016,🥈 SILVER,Toboggan Brewing Co.,2015 Sweet Cider,Modern Cider,
2016,🥈 SILVER,Toboggan Brewing Co.,2016 Sweet Cider,Modern Cider,
2016,🥉 BRONZE,Toboggan Brewing Co.,Cranberry Cider,Fruit Cider,
2011,🥈 SILVER,Tom's Foolery Distillery,Tom's Foolery Applejack Eau-de-vie-Jack,Eau de vie,
2011,🥉 BRONZE,Tom's Foolery Distillery,Tom's Foolery Applejack ,Brandy,
2018,🥈 SILVER,Top of the Rock Ciders,Rockin Rye Barrel Apple/Perry/Berry,Wood Aged Specialty Cider,
2017,🥉 BRONZE,Top of the Rock Ciders,Apple Blossom Cider,Modern Cider - Sweet,
2016,🥉 BRONZE,Top of the Rock Ciders,English Style Hard Cider,English Cider,
2023,🥇 GOLD,Townline Ciderworks,Spitzenburg,Heritage Cider - Dry,
2023,🥈 SILVER,Townline Ciderworks,Big John,Wood Aged Cider,
2023,🥉 BRONZE,Townline Ciderworks,Giggles,Fruit Cider,
2022,🥈 SILVER,Townline Ciderworks,Bulmer's Purple,Fruit Cider,
2022,🥈 SILVER,Townline Ciderworks,Crabby Perry,Specialty Cider and Perry,
2022,🥈 SILVER,Townline Ciderworks,Smart Alec,Modern Cider - Dry,
2022,🥈 SILVER,Townline Ciderworks,South Farm Silver,Heritage Cider - Dry,
2019,🥈 SILVER,Townline Ciderworks,Jaybird,Hopped Cider,
2019,🥈 SILVER,Townline Ciderworks,Redfield Rosé,Rosé Cider,
2019,🥈 SILVER,Townline Ciderworks,Sandra Dee,Specialty Cider and Perry,
2019,🥈 SILVER,Townline Ciderworks,South Farm Select Dry,Heritage Cider - Dry,
2019,🥉 BRONZE,Townline Ciderworks,Cincinnati Kids,Spiced Cider,
2018,🥇 GOLD,Townline Ciderworks,South Farm Select (Medium),Heritage Cider - Sweet,
2018,🥈 SILVER,Townline Ciderworks,Chestnut Crab,Heritage Cider - Dry,
2018,🥈 SILVER,Townline Ciderworks,Smart Alec,Modern Cider - Dry,
2018,🥉 BRONZE,Townline Ciderworks,Alma Mater,Modern Cider - Sweet,
2018,🥉 BRONZE,Townline Ciderworks,Giggles,Fruit Cider,
2018,🥉 BRONZE,Townline Ciderworks,Queen Anne,Fruit Cider,
2017,🥈 SILVER,Townline Ciderworks,Fresh Strawberry,Fruit Cider,
2017,🥈 SILVER,Townline Ciderworks,George's Blend,Heritage Cider - Dry,
2017,🥈 SILVER,Townline Ciderworks,Sweet Elise,Modern Cider - Sweet,
2017,🥉 BRONZE,Townline Ciderworks,Big John,Wood Aged Cider,
2019,🥈 SILVER,Tractor Brewing Company,Berry Cider,Fruit Cider,
2019,🥈 SILVER,Tractor Brewing Company,Rose Cider,Fruit Cider,
2019,🥈 SILVER,Tractor Brewing Company,Thai Basil Mint Cider,Spiced Cider,
2019,🥉 BRONZE,Tractor Brewing Company,Delicious Golden Dry Cider,Modern Cider - Dry,
2019,🥉 BRONZE,Tractor Brewing Company,Nichols Winesap Cider,Modern Cider - Sweet,
2018,🥉 BRONZE,Tractor Brewing Company,Berry Cider,Fruit Cider,
2018,🥉 BRONZE,Tractor Brewing Company,Blood Orange Cider,Fruit Cider,
2018,🥉 BRONZE,Tractor Brewing Company,Delicious Red Hard Apple Cider,Modern Cider - Sweet,
2018,🥉 BRONZE,Tractor Brewing Company,Thai Basil Mint Cider,Spiced Cider,
2017,🥈 SILVER,Tractor Brewing Company,Delicious Red Hard Apple Cider,Modern Cider - Sweet,
2017,🥉 BRONZE,Tractor Brewing Company,Tractor Cranberry Ginger Cider,Specialty Cider and Perry,
2022,🥈 SILVER,Treasury Cider at Fishkill Farms,Centennial,Heritage Cider - Dry,
2022,🥈 SILVER,Treasury Cider at Fishkill Farms,Elderberry,Fruit Cider,
2022,🥉 BRONZE,Treasury Cider at Fishkill Farms,Burr Knot,Wood Aged Cider,
2022,🥉 BRONZE,Treasury Cider at Fishkill Farms,Homestead,Modern Cider - Sweet,
2021,🥈 SILVER,Treasury Cider at Fishkill Farms,Wiccopee,Heritage Cider - Dry,
2021,🥉 BRONZE,Treasury Cider at Fishkill Farms,Burr Knot,Wood Aged Cider,
2021,🥉 BRONZE,Treasury Cider at Fishkill Farms,Centennial,Heritage Cider - Dry,
2021,🥉 BRONZE,Treasury Cider at Fishkill Farms,Colony,Wood Aged Specialty Cider,
2021,🥉 BRONZE,Treasury Cider at Fishkill Farms,Counterpane,Fruit Cider,
2021,🥉 BRONZE,Treasury Cider at Fishkill Farms,Wild at Heart,Botanical Cider,
2019,🥉 BRONZE,Treasury Cider at Fishkill Farms,Burr Knot,Heritage Cider - Dry,
2019,🥉 BRONZE,Treasury Cider at Fishkill Farms,Centennial,Traditional Cider - Dry,
2018,🥈 SILVER,Treasury Cider at Fishkill Farms,Homestead,Heritage Cider - Sweet,
2019,🥇 GOLD,Treehorn Cider,Earl of Marietta,Specialty Cider and Perry,
2019,🥈 SILVER,Treehorn Cider,Bone Dry,Modern Cider - Dry,
2019,🥈 SILVER,Treehorn Cider,Forest Moon,Specialty Cider and Perry,
2019,🥈 SILVER,Treehorn Cider,Treehorn Dry Cider,Modern Cider - Dry,
2019,🥉 BRONZE,Treehorn Cider,Airing of Grievances,Specialty Cider and Perry,
2018,🥇 GOLD,Treehorn Cider,El Treeablo,Spiced Cider,
2018,🥈 SILVER,Treehorn Cider,Amarillo by Morning,Specialty Cider and Perry,
2018,🥈 SILVER,Treehorn Cider,Dry Cider,Modern Cider - Sweet,
2018,🥈 SILVER,Treehorn Cider,Miyabi,Specialty Cider and Perry,
2018,🥈 SILVER,Troy Cider,Troy MMXIV,Natural Cider,
2015,🥉 BRONZE,Troy Cider,Troy Cider MMXIII,Spanish Cider,
2023,🥉 BRONZE,Trubacheevka,Baba Dasha,Modern Cider - Dry,
2023,🥈 SILVER,Tulip Valley Vineyard & Orchard,Burro Loco Traditional Barrel Aged Cider,Wood Aged Cider,
2019,🥈 SILVER,Tulip Valley Vineyard & Orchard,Harvest Blend,Heritage Cider - Dry,
2019,🥉 BRONZE,Tulip Valley Vineyard & Orchard,Traditional,Traditional Cider - Dry,
2017,🥉 BRONZE,Tulip Valley Vineyard & Orchard,Burro Loco Harvest Blend,Modern Cider - Sweet,
2017,🥉 BRONZE,Tulip Valley Vineyard & Orchard,Burro Loco Perry,Traditional Perry,
2016,🥈 SILVER,Tulip Valley Vineyard & Orchard,Pinata,Modern Cider,
2011,🥇 GOLD,Tulip Valley Vineyard & Orchard,Red Barn Fire Barrel Cider,English Cider,
2009,🥈 SILVER,Tulip Valley Vineyard & Orchard,Red Barn Perry Moulton’s Dry,New World Perry,
2009,🥉 BRONZE,Tulip Valley Vineyard & Orchard,Burro Loco Cider,New World Cider,
2008,🥇 GOLD,Tulip Valley Vineyard & Orchard,Red Barn Sweetie Pie Cider,New World Cider,
2008,🥈 SILVER,Tulip Valley Vineyard & Orchard,Burro Loco Cider,English Cider,
2007,🏆 BEST IN CLASS,Tulip Valley Vineyard & Orchard,Burro Loco Cider,New World Cider,1st Place
2006,🥇 GOLD,Tulip Valley Vineyard & Orchard,Red Barn Cider Jonagold ,New World Cider,
2005,🥇 GOLD,Tulip Valley Vineyard & Orchard,Red Barn Cider Fire Barrel,English Cider,
2021,🥉 BRONZE,Tumalo Cider,Nectarine,Fruit Cider,
2021,🥉 BRONZE,Tumalo Cider,Peach Ginger,Specialty Cider and Perry,
2023,🥈 SILVER,Turncoat Cidery,English Tradition,Traditional Cider - Dry,
2023,🥉 BRONZE,Turncoat Cidery,American Heritage,Heritage Cider - Sweet,
2023,🥇 GOLD,Twin Pines Orchards & Cider House,Hammerbent Cherry Spy,Fruit Cider,
2023,🥇 GOLD,Twin Pines Orchards & Cider House,Hammerbent Goldrush,Modern Cider - Dry,
2023,🥇 GOLD,Twin Pines Orchards & Cider House,Russet Wine,Specialty Cider and Perry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Crack Willow,Specialty Cider and Perry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Apple Pear,Fruit Cider,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Brown's Apple,Traditional Cider - Dry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Dabinette,Traditional Cider - Dry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Ice Cider,Ice Cider,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Kingston Black,Traditional Cider - Dry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Old World,Traditional Cider - Dry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Organic,Heritage Cider - Dry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Perry,Modern Perry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Providence,Rosé Cider,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Red,Modern Cider - Dry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Somerset,Traditional Cider - Dry,
2023,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Wickson,Heritage Cider - Dry,
2023,🥉 BRONZE,Twin Pines Orchards & Cider House,"Hammerbent ""The 50""",Heritage Cider - Dry,
2023,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammerbent 4 Russet,Traditional Cider - Dry,
2023,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammerbent Bulmers Norman,Heritage Cider - Dry,
2023,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammerbent Original,Modern Cider - Dry,
2023,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammerbent Rusty Prince,Heritage Cider - Dry,
2023,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammerbent Scrumpy,Heritage Cider - Dry,
2023,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammerbent Spitzenburg,Heritage Cider - Dry,
2022,🥇 GOLD,Twin Pines Orchards & Cider House,Hammer Bent Ice Cider,Ice Cider,
2022,🥇 GOLD,Twin Pines Orchards & Cider House,Hammer Bent Providence,Rosé Cider,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,"Hammer Bent ""The 50""",Heritage Cider - Dry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent 4 Russet,Traditional Cider - Dry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Brown's Apple,Heritage Cider - Dry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Bulmer's Norman,Traditional Cider - Dry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Cherry Spy,Fruit Cider,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Kingston Black,Traditional Cider - Dry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Old World,Traditional Cider - Dry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Organic,Heritage Cider - Dry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Original,Modern Cider - Dry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Perry,Modern Perry,
2022,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Spitzenburg,Heritage Cider - Dry,
2022,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Apple Pear,Fruit Cider,
2022,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Crack Willow,Specialty Cider and Perry,
2022,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Red,Modern Cider - Dry,
2022,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Rusty Prince,Heritage Cider - Dry,
2022,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Scrumpy,Heritage Cider - Dry,
2021,🏆 BEST IN CLASS,Twin Pines Orchards & Cider House,Hammer Bent Old World,Traditional Cider - Dry,1st Place
2021,🥇 GOLD,Twin Pines Orchards & Cider House,Crack Willow,Specialty Cider and Perry,
2021,🥇 GOLD,Twin Pines Orchards & Cider House,Hammer Bent Apple Pear,Fruit Cider,
2021,🥇 GOLD,Twin Pines Orchards & Cider House,Twin Pines Ice Cider,Ice Cider,
2021,🥈 SILVER,Twin Pines Orchards & Cider House,Basket House Rhubarb,Fruit Cider,
2021,🥈 SILVER,Twin Pines Orchards & Cider House,Cherry Spy,Fruit Cider,
2021,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Original,Modern Cider - Dry,
2021,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Perry,Modern Perry,
2021,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Organic,Heritage Cider - Dry,
2021,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Red,Modern Cider - Dry,
2021,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Scrumpy,Heritage Cider - Dry,
2019,🥈 SILVER,Twin Pines Orchards & Cider House,Rusty Prince,Heritage Cider - Dry,
2019,🥉 BRONZE,Twin Pines Orchards & Cider House,Crack Willow,Specialty Cider and Perry,
2019,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Scrumpy,Heritage Cider - Sweet,
2019,🥉 BRONZE,Twin Pines Orchards & Cider House,Twin Pines Apple Pear,Fruit Cider,
2019,🥉 BRONZE,Twin Pines Orchards & Cider House,Twin Pines Ice Cider,Ice Cider,
2018,🏆 BEST IN CLASS,Twin Pines Orchards & Cider House,Twin Pines Orchards Ice Cider,Ice Cider,1st Place
2018,🥈 SILVER,Twin Pines Orchards & Cider House,Crack Willow,Specialty Cider and Perry,
2018,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Old World,Heritage Cider - Dry,
2018,🥈 SILVER,Twin Pines Orchards & Cider House,Hammerbent Traditional Apple Pear,Fruit Cider,
2018,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Original,Modern Cider - Dry,
2018,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Perry,Modern Perry,
2018,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Red,Modern Cider - Dry,
2018,🥉 BRONZE,Twin Pines Orchards & Cider House,Rusty Prince,Heritage Cider - Dry,
2018,🥉 BRONZE,Twin Pines Orchards & Cider House,The Hard Red Crab,Heritage Cider - Dry,
2018,🥉 BRONZE,Twin Pines Orchards & Cider House,Wild Red,Modern Cider - Dry,
2017,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Perry,Modern Perry,
2017,🥈 SILVER,Twin Pines Orchards & Cider House,Hammer Bent Red,Modern Cider - Sweet,
2017,🥈 SILVER,Twin Pines Orchards & Cider House,Twin Pines Orchards Ice Cider,Ice Cider,
2017,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Old World,Heritage Cider - Dry,
2017,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Original,Modern Cider - Dry,
2017,🥉 BRONZE,Twin Pines Orchards & Cider House,Rusty Prince,Heritage Cider - Dry,
2016,🥇 GOLD,Twin Pines Orchards & Cider House,Hammer Bent Original,Modern Cider,
2016,🥇 GOLD,Twin Pines Orchards & Cider House,Hammer Bent Red,Modern Cider,
2016,🥉 BRONZE,Twin Pines Orchards & Cider House,Crack Willow,Applewine,
2016,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Old World,English Cider,
2016,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Traditional Apple Pear,Fruit Cider,
2016,🥉 BRONZE,Twin Pines Orchards & Cider House,Twin Pines Ice Cider,Ice Cider,
2015,🥉 BRONZE,Twin Pines Orchards & Cider House,Crack Willow,Applewine,
2015,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Original,Modern Cider,
2015,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Perry,New World Perry,
2015,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Red,Modern Cider,
2014,🏆 BEST IN CLASS,Twin Pines Orchards & Cider House,Hammer Bent Red,New World Cider,1st Place
2014,🥇 GOLD,Twin Pines Orchards & Cider House,Crack Willow,Applewine,
2014,🥈 SILVER,Twin Pines Orchards & Cider House,Twin Pines Orchards Ice Cider,Ice Cider,
2014,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Original,New World Cider,
2014,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Tremlett's Bitter,English Cider,
2013,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent,New World Cider,
2013,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Red,New World Cider,
2012,🥇 GOLD,Twin Pines Orchards & Cider House,Hammer Bent Red Hard Cider,New World Cider,
2012,🥉 BRONZE,Twin Pines Orchards & Cider House,Hammer Bent Perry,New World Perry,
2011,🥉 BRONZE,Twin Pines Orchards & Cider House,Twin Pines Hammer Bent Cider,New World Cider,
2011,🥉 BRONZE,Twin Pines Orchards & Cider House,Twin Pines Hammer Bent Red Cider,New World Cider,
2019,🏆 BEST IN CLASS,Twisted Hills Craft Cider,Pacific Gem,Hopped Cider,3rd Place
2019,🥇 GOLD,Twisted Hills Craft Cider,Calville Blanc,Heritage Cider - Sweet,
2019,🥇 GOLD,Twisted Hills Craft Cider,Pippin's Fate,Heritage Cider - Dry,
2019,🥈 SILVER,Twisted Hills Craft Cider,Kingston's Twist,Heritage Cider - Dry,
2019,🥉 BRONZE,Twisted Hills Craft Cider,Midnight Cherry,Fruit Cider,
2019,🥉 BRONZE,Twisted Hills Craft Cider,Paradise Pear,Modern Perry,
2018,🏆 BEST IN CLASS,Twisted Hills Craft Cider,Pippin's Fate,Heritage Cider - Dry,2nd Place
2018,🏆 BEST IN CLASS,Twisted Hills Craft Cider,Tangled Rose,Fruit Cider,2nd Place
2018,🥈 SILVER,Twisted Hills Craft Cider,Glo Haven,Fruit Cider,
2018,🥈 SILVER,Twisted Hills Craft Cider,Kingston's Twist,Heritage Cider - Dry,
2018,🥈 SILVER,Twisted Hills Craft Cider,Midnight Cherry,Fruit Cider,
2018,🥈 SILVER,Twisted Hills Craft Cider,Paradise Pear,Modern Perry,
2018,🥉 BRONZE,Twisted Hills Craft Cider,Calville Blanc,Heritage Cider - Sweet,
2017,🥈 SILVER,Twisted Hills Craft Cider,Kingston's Twist,Modern Cider - Dry,
2017,🥉 BRONZE,Twisted Hills Craft Cider,Pippin's Fate,Modern Cider - Dry,
2016,🥈 SILVER,Twisted Hills Craft Cider,Calville's Winter,Heritage Cider,
2016,🥈 SILVER,Twisted Hills Craft Cider,Pippin's Fate,Modern Cider,
2016,🥉 BRONZE,Twisted Hills Craft Cider,Kingston's Twist,Heritage Cider,
2019,🥈 SILVER,Two Blokes Cider,Hex Press,Heritage Cider - Sweet,
2019,🥉 BRONZE,Two Blokes Cider,Golden Mile,Heritage Cider - Sweet,
2018,🥉 BRONZE,Two Blokes Cider,Golden Mile Russet Cider,Heritage Cider - Dry,
2021,🏆 BEST IN CLASS,Two Broads Ciderworks,Frost,Wood Aged Cider,3rd Place
2021,🥇 GOLD,Two Broads Ciderworks,Chez Baco,Ice Cider,
2021,🥈 SILVER,Two Broads Ciderworks,Arkansas Black,Wood Aged Cider,
2021,🥈 SILVER,Two Broads Ciderworks,Kumquat May,Fruit Cider,
2021,🥉 BRONZE,Two Broads Ciderworks,I Feel Pretty,Fruit Cider,
2023,🥈 SILVER,Two K Farms,Barrel Maker,Wood Aged Cider,
2023,🥈 SILVER,Two K Farms,Kingston Black - Special Club,Wood Aged Cider,
2023,🥈 SILVER,Two K Farms,Pommeau,Fortified Cider,
2023,🥉 BRONZE,Two K Farms,Macoun,Modern Cider - Sweet,
2022,🏆 BEST IN CLASS,Two K Farms,2020 Heirloom Ice,Ice Cider,2nd Place
2022,🥇 GOLD,Two K Farms,2020 Honeycrisp Ice,Ice Cider,
2021,🥇 GOLD,Two K Farms,2020 Rosé,Rosé Cider,
2021,🥇 GOLD,Two K Farms,2020 Spitzenburg,Heritage Cider - Sweet,
2021,🥈 SILVER,Two K Farms,2020 Macoun,Modern Cider - Sweet,
2021,🥈 SILVER,Two K Farms,2020 Russet,Modern Cider - Dry,
2021,🥈 SILVER,Two K Farms,New World,Modern Cider - Sweet,
2021,🥈 SILVER,Two K Farms,Old World,Heritage Cider - Dry,
2021,🥉 BRONZE,Two K Farms,2020 Kingston Black,Traditional Cider - Dry,
2021,🥉 BRONZE,Two K Farms,Cherry,Fruit Cider,
2021,🥉 BRONZE,Two K Farms,Pommeau,Fortified Cider,
2021,🥉 BRONZE,Two K Farms,Sangria,Specialty Cider and Perry,
2019,🥇 GOLD,Two K Farms,Norman,Heritage Cider - Dry,
2019,🥈 SILVER,Two K Farms,Arthur,Heritage Cider - Dry,
2019,🥈 SILVER,Two K Farms,Colonnade,Specialty Cider and Perry,
2019,🥈 SILVER,Two K Farms,Hopp'D,Hopped Cider,
2019,🥈 SILVER,Two K Farms,Lee Pointe,Modern Cider - Sweet,
2019,🥉 BRONZE,Two K Farms,Benjamin,Modern Cider - Sweet,
2019,🥉 BRONZE,Two K Farms,Cooper,Wood Aged Cider,
2019,🥉 BRONZE,Two K Farms,Sangria,Fruit Cider,
2016,🥉 BRONZE,Txopinondo,Sagarnoa Elevé sur lie,Spanish Cider,
2014,🥈 SILVER,Txopinondo,Sagarnoa,Spanish Cider,
2018,🥈 SILVER,Ugly Apple,"Ugly Apple - ""El Escanciador""",Natural Cider,
