Year_Old,Year,Medalist,Medalist_URL,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,URL
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Windy Hill Orchard & Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/windy-hill-orchard-cidery/"">Windy Hill Orchard & Cidery</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/windy-hill-orchard-cidery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",AeppelTreow Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Mcintosh Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/mcintosh-cellars/"">Mcintosh Cellars</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/mcintosh-cellars/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",LUK Cider and Spirit,"<a href=""https://ciderguide.com/glintcap/medalists/luk-cider-and-spirit/"">LUK Cider and Spirit</a>",0,1,1,0,2,https://ciderguide.com/glintcap/medalists/luk-cider-and-spirit/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Asturvisa,"<a href=""https://ciderguide.com/glintcap/medalists/asturvisa/"">Asturvisa</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/asturvisa/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Hoity Toity Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/hoity-toity-cellars/"">Hoity Toity Cellars</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/hoity-toity-cellars/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Montana CiderWorks,"<a href=""https://ciderguide.com/glintcap/medalists/montana-ciderworks/"">Montana CiderWorks</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/montana-ciderworks/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Oliver's Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sidra Viuda de Angelón,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-viuda-de-angelon/"">Sidra Viuda de Angelón</a>",0,1,0,1,2,https://ciderguide.com/glintcap/medalists/sidra-viuda-de-angelon/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Champlain Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/champlain-orchards/"">Champlain Orchards</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/champlain-orchards/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Liberty Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/liberty-ciderworks/"">Liberty Ciderworks</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/liberty-ciderworks/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sidra El Gobernador,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-el-gobernador/"">Sidra El Gobernador</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/sidra-el-gobernador/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sidra Riestra,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-riestra/"">Sidra Riestra</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/sidra-riestra/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Alpenfire Cider,"<a href=""https://ciderguide.com/glintcap/medalists/alpenfire-cider/"">Alpenfire Cider</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/alpenfire-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Bantam Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bantam-cider/"">Bantam Cider</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/bantam-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Left Foot Charley,"<a href=""https://ciderguide.com/glintcap/medalists/left-foot-charley/"">Left Foot Charley</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/left-foot-charley/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Llagares Valverán,"<a href=""https://ciderguide.com/glintcap/medalists/llagares-valveran/"">Llagares Valverán</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/llagares-valveran/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Original Sin Cider,"<a href=""https://ciderguide.com/glintcap/medalists/original-sin-cider/"">Original Sin Cider</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/original-sin-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Portland Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/portland-cider-company/"">Portland Cider Company</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/portland-cider-company/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sidra Fanjul,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-fanjul/"">Sidra Fanjul</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/sidra-fanjul/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Tilted Shed Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/tilted-shed-ciderworks/"">Tilted Shed Ciderworks</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/tilted-shed-ciderworks/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Weidmann & Groh,"<a href=""https://ciderguide.com/glintcap/medalists/weidmann-groh/"">Weidmann & Groh</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/weidmann-groh/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Winery at Black Star Farms,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Armagh Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/armagh-cider-company/"">Armagh Cider Company</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/armagh-cider-company/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Cascadia Ciderworkers United,"<a href=""https://ciderguide.com/glintcap/medalists/cascadia-ciderworkers-united/"">Cascadia Ciderworkers United</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/cascadia-ciderworkers-united/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Green Bird Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/green-bird-cellars/"">Green Bird Cellars</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/green-bird-cellars/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Methow Valley Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/methow-valley-ciderhouse/"">Methow Valley Ciderhouse</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/methow-valley-ciderhouse/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sunrise Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/sunrise-orchards/"">Sunrise Orchards</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/sunrise-orchards/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Twin Pines Orchards & Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Warwick Valley Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/warwick-valley-winery-distillery/"">Warwick Valley Winery & Distillery</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/warwick-valley-winery-distillery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Big B's Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Cidrerie Entre Pierre & Terre,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-entre-pierre-terre/"">Cidrerie Entre Pierre & Terre</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/cidrerie-entre-pierre-terre/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Domaine Pinnacle,"<a href=""https://ciderguide.com/glintcap/medalists/domaine-pinnacle/"">Domaine Pinnacle</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/domaine-pinnacle/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Left Field Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/left-field-cider-co/"">Left Field Cider Co.</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/left-field-cider-co/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sidra Cortina,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-cortina/"">Sidra Cortina</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/sidra-cortina/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sietsema Orchards,"<a href=""https://ciderguide.com/glintcap/medalists/sietsema-orchards/"">Sietsema Orchards</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/sietsema-orchards/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Thornbury Craft Co.,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/thornbury-craft-co/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Allegheny Cellars Winery,"<a href=""https://ciderguide.com/glintcap/medalists/allegheny-cellars-winery/"">Allegheny Cellars Winery</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/allegheny-cellars-winery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Bull Run Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bull-run-cider/"">Bull Run Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/bull-run-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Castle Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/castle-hill-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Devoto Orchards Cider,"<a href=""https://ciderguide.com/glintcap/medalists/devoto-orchards-cider/"">Devoto Orchards Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/devoto-orchards-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Frecon Farms,"<a href=""https://ciderguide.com/glintcap/medalists/frecon-farms/"">Frecon Farms</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/frecon-farms/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Maiden Rock Winery & Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/"">Maiden Rock Winery & Cidery</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",McRitchie Winery & Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/mcritchie-winery-ciderworks/"">McRitchie Winery & Ciderworks</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/mcritchie-winery-ciderworks/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Pommies Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/pommies-cider-co/"">Pommies Cider Co.</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/pommies-cider-co/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sidra Castañón,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-castanon/"">Sidra Castañón</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/sidra-castanon/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Sidra Menéndez,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-menendez/"">Sidra Menéndez</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/sidra-menendez/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Summerland Heritage Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/summerland-heritage-cider-company/"">Summerland Heritage Cider Company</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/summerland-heritage-cider-company/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Virtue Cider,"<a href=""https://ciderguide.com/glintcap/medalists/virtue-cider/"">Virtue Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/virtue-cider/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Crispin Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",0,0,7,8,15,https://ciderguide.com/glintcap/medalists/crispin-cider-company/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",1,6,2,3,12,https://ciderguide.com/glintcap/medalists/uncle-johns/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",AeppelTreow Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",0,0,3,5,8,https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Vander Mill,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",0,0,3,4,7,https://ciderguide.com/glintcap/medalists/vander-mill/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Winery at Black Star Farms,"<a href=""https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/"">Winery at Black Star Farms</a>",0,1,0,4,5,https://ciderguide.com/glintcap/medalists/winery-at-black-star-farms/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",2 Towns Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",0,0,5,0,5,https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Aspall,"<a href=""https://ciderguide.com/glintcap/medalists/aspall/"">Aspall</a>",0,0,4,1,5,https://ciderguide.com/glintcap/medalists/aspall/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Albemarle CiderWorks,"<a href=""https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/"">Albemarle CiderWorks</a>",0,0,3,2,5,https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Tandem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",0,0,3,2,5,https://ciderguide.com/glintcap/medalists/tandem-ciders/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Robinette Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/robinette-cellars/"">Robinette Cellars</a>",0,0,2,3,5,https://ciderguide.com/glintcap/medalists/robinette-cellars/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Castle Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/castle-hill-cider/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Distillery Lane Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/distillery-lane-ciderworks/"">Distillery Lane Ciderworks</a>",0,0,0,4,4,https://ciderguide.com/glintcap/medalists/distillery-lane-ciderworks/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",McClure's Orchard & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/"">McClure's Orchard & Winery</a>",0,0,0,4,4,https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",1,1,1,0,3,https://ciderguide.com/glintcap/medalists/eden-ciders/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",1,0,1,1,3,https://ciderguide.com/glintcap/medalists/hogans-cider/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Wandering Aengus Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/"">Wandering Aengus Ciderworks</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Westcott Bay Cider,"<a href=""https://ciderguide.com/glintcap/medalists/westcott-bay-cider/"">Westcott Bay Cider</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/westcott-bay-cider/
2012,"<a href=""https://ciderguide.com/glintcap/years/2012-results/"">2012</a>",Ross-on-Wye Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/ross-on-wye-cider-and-perry/"">Ross-on-Wye Cider and Perry</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/ross-on-wye-cider-and-perry/
