Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,Results,Website,Facebook,Instagram,Google,State_Province,Country,Status,Latitude,Longitude,Shortcode
Fourth Coast Ciderworks,0,0,1,0,1,2019,2019,1,https://ciderguide.com/fourth-coast-ciderworks/,https://fourthcoastciderworks.com/,https://www.facebook.com/fourthcoastciderworks,https://www.instagram.com/4cciderworks/,https://maps.google.com/?cid=16743566446213207343,Michigan,United States,Active,42.7457157,-83.2832693,fourth-coast-ciderworks
Silo Distillery,0,0,1,0,1,2019,2019,1,https://ciderguide.com/silo-distillery/,,,,,Vermont,United States,Inactive,43.5143504,-72.402142,silo-distillery
Upstream Cider,0,0,1,0,1,2019,2019,1,https://ciderguide.com/upstream-cider/,,,,,Wisconsin,United States,Inactive,44.4976,-89.5595,upstream-cider
Creekside Estate Winery,0,0,1,0,1,2018,2018,1,https://ciderguide.com/creekside-estate-winery/,https://www.creeksidewine.com/,https://www.facebook.com/CreeksideWine,https://www.instagram.com/creeksidewine/,https://maps.google.com/?cid=6701885899561213756,Ontario,Canada,Active,43.1524387,-79.3331283,creekside-estate-winery
Reinhart's Cider,0,0,1,0,1,2018,2018,1,https://ciderguide.com/reinharts-cider/,https://reinhartscider.ca/,,,https://maps.google.com/?cid=15478828734791514275,Ontario,Canada,Active,44.4209888,-80.0971399,reinharts-cider
Rider Ranch,0,0,1,0,1,2018,2018,1,https://ciderguide.com/rider-ranch/,,,,,California,United States,Inactive,37.122006,-121.977594,rider-ranch
Stoney Ridge Winery,0,0,1,0,1,2018,2018,1,https://ciderguide.com/stoney-ridge-winery/,http://www.stoneyridgewinery.com/,https://www.facebook.com/stoneyridgewinery/,https://www.instagram.com/stoneyridgewineryohio/,https://maps.google.com/?cid=11251317941626772107,Ohio,United States,Active,41.516257,-84.516839,stoney-ridge-winery
Tin Hat Cider,0,0,1,0,1,2018,2018,1,https://ciderguide.com/tin-hat-cider/,http://www.tinhatcider.com/,,https://www.instagram.com/tinhatcider/,,Vermont,United States,Active,44.087237,-72.715339,tin-hat-cider
Garage D'or Ciders,0,0,1,0,1,2017,2017,1,https://ciderguide.com/garage-dor-ciders/,,https://www.facebook.com/garagedorciders/,,https://maps.google.com/?ftid=0x89d3495b85ab330f:0xa66b7f6644047a01,Ontario,Canada,Active,43.045335,-79.285449,garage-dor-ciders
Thornborough Cider,0,0,1,0,1,2017,2017,1,https://ciderguide.com/thornborough-cider/,http://thornboroughcider.co.uk/,https://www.facebook.com/thornboroughcider,https://www.instagram.com/thornboroughcider/,https://maps.google.com/?cid=5238332447600515576,Yorkshire,United Kingdom,Active,54.213483,-1.55187,thornborough-cider
bigLITTLE Wines,0,0,1,0,1,2016,2016,1,https://ciderguide.com/biglittle-wines/,,,,,Michigan,United States,Inactive,44.915844,-85.654114,biglittle-wines
Rogue Ales & Spirits,0,0,1,0,1,2016,2016,1,https://ciderguide.com/rogue-ales-spirits/,http://www.rogue.com/,,,https://maps.google.com/?cid=15972873389957435766,Oregon,United States,Active,44.620258,-124.052403,rogue-ales-spirits
Sidrería Irigoien Herrero,0,0,1,0,1,2015,2015,1,https://ciderguide.com/sidreria-irigoien-herrero/,https://www.sidreriairigoien.com/,,,https://maps.google.com/?cid=7008206708852121852,Gipuzkoa,Spain,Active,43.2851708,-1.9329983,sidreria-irigoien-herrero
3Cs Cider,0,0,1,0,1,2014,2014,1,https://ciderguide.com/3cs-cider/,,,,,Northamptonshire,United Kingdom,Inactive,52.070567,-1.179328,3cs-cider
Dickens Cider,0,0,1,0,1,2014,2014,1,https://ciderguide.com/dickens-cider/,,,,,Tasmania,Australia,Inactive,-41.252324,146.995144,dickens-cider
Domaine Pinnacle,0,0,1,0,1,2013,2013,1,https://ciderguide.com/domaine-pinnacle/,https://domainepinnacle.ca/,https://www.facebook.com/cidredomainepinnacle,https://www.instagram.com/domainepinnacle/,,Quebec,Canada,Active,45.027528,-72.784982,domaine-pinnacle
Sidra Cortina,0,0,1,0,1,2013,2013,1,https://ciderguide.com/sidra-cortina/,https://www.sidracortina.com/,https://www.facebook.com/sidracortina/,https://instagram.com/sidracortina,https://www.google.com/maps?cid=14248814769091122504,Villaviciosa,Spain,Active,43.4709695,-5.4418764,sidra-cortina
Cellar Brewing Company,0,0,1,0,1,2011,2011,1,https://ciderguide.com/cellar-brewing-company/,,,,,Michigan,United States,Inactive,43.160209,-85.697494,cellar-brewing-company
J. Trees Cellars,0,0,1,0,1,2011,2011,1,https://ciderguide.com/j-trees-cellars/,,,,,Michigan,United States,Inactive,42.004554,-83.934273,j-trees-cellars
Kennebec Cider Company,0,0,1,0,1,2011,2011,1,https://ciderguide.com/kennebec-cider-company/,,,,,Maine,United States,Inactive,44.3251,-69.898994,kennebec-cider-company
Koval Distillery,0,0,1,0,1,2011,2011,1,https://ciderguide.com/koval-distillery/,https://www.koval-distillery.com/,https://www.facebook.com/kovaldistillery,https://www.instagram.com/kovaldistillery/,https://maps.google.com/?cid=9716967101922409345,Illinois,United States,Active,41.9589073,-87.6733714,koval-distillery
Still River Winery,0,0,1,0,1,2011,2011,1,https://ciderguide.com/still-river-winery/,,,,,Massachusetts,United States,Inactive,42.4817422,-71.583847,still-river-winery
Casa de Oro Cider,0,0,0,1,1,2023,2023,1,https://ciderguide.com/casa-de-oro-cider/,https://www.casadeorocider.com/,https://www.facebook.com/casa.de.oro.cider/,https://www.instagram.com/casa.de.oro.cider/,,California,United States,Active,34.226288,-118.4016825,casa-de-oro-cider
Farm Club,0,0,0,1,1,2023,2023,1,https://ciderguide.com/farm-club/,https://www.farmclubtc.com/,,https://www.instagram.com/farmclubtc/,https://maps.google.com/?cid=8210990554858898190,Michigan,United States,Active,44.8331931,-85.6898661,farm-club
Friendly Noise,0,0,0,1,1,2023,2023,1,https://ciderguide.com/friendly-noise/,https://friendlynoise.com/,,https://www.instagram.com/friendlynoise/,,California,United States,Active,34.0522342,-118.2436849,friendly-noise
Heartland Ciderworks,0,0,0,1,1,2023,2023,1,https://ciderguide.com/heartland-ciderworks/,,https://www.facebook.com/HeartlandCiderworks,https://www.instagram.com/heartland_ciderworks/,,Oregon,United States,Active,44.9264472,-123.2292953,heartland-ciderworks
Long View Ciderhouse,0,0,0,1,1,2023,2023,1,https://ciderguide.com/long-view-ciderhouse/,https://www.longviewcider.com/,https://www.facebook.com/longviewcider,https://www.instagram.com/longviewciderhouse/,https://www.google.com/maps?cid=6305409962970670771,Connecticut,United States,Active,41.6365031,-72.8386701,long-view-ciderhouse
Trubacheevka,0,0,0,1,1,2023,2023,1,https://ciderguide.com/trubacheevka/,http://plbb.ru/,,https://www.instagram.com/truba_plbb/,,,Russia,Active,55.646393,37.1704977,trubacheevka
Akiu Winery,0,0,0,1,1,2022,2022,1,https://ciderguide.com/akiu-winery/,https://akiuwinery.co.jp/,https://www.facebook.com/akiuwinery.co.jp,https://www.instagram.com/akiuwinery/,https://maps.google.com/?cid=3770017906433711240,Miyagi,Japan,Active,38.2265556,140.7279175,akiu-winery
East End Brewing Company,0,0,0,1,1,2022,2022,1,https://ciderguide.com/east-end-brewing-company/,https://www.eastendbrewing.com/,https://www.facebook.com/EastEndBrewing/,https://www.instagram.com/eastendbrewing/,https://maps.google.com/?cid=4597238954397141609,Pennsylvania,United States,Active,40.4592101,-79.91171,east-end-brewing-company
Farm & Cidery Kaneshige,0,0,0,1,1,2022,2022,1,https://ciderguide.com/farm-cidery-kaneshige/,https://www.kaneshige.jp/,https://www.facebook.com/%E3%83%95%E3%82%A1%E3%83%BC%E3%83%A0%E3%82%B5%E3%82%A4%E3%83%80%E3%83%AA%E3%83%BC-%E3%82%AB%E3%83%8D%E3%82%B7%E3%82%B2-405442802886108/?__cft__[0]=AZUf27CW0havOAXR5fpjOVa0up5HOL8UJNu3Z4K3gnmKQTe9PYtrBzYGzvPOIuu7WAXpIDIPvU4SyEH-O-zHeGEtuc4ToNq4fvlh_wSIG-0TGXxiLvTNm0ZQEiEXvX94OBT8wEP085OcKiyFCF7BFQXx&__tn__=kC%2CP-R,https://www.instagram.com/kaneshige_farm/,https://maps.google.com/?cid=16274463510556174655,Nagano,Japan,Active,35.4001414,137.7568105,farm-cidery-kaneshige
Mori-yama-en,0,0,0,1,1,2022,2022,1,https://ciderguide.com/mori-yama-en/,https://moriyamaen.jp/,https://www.facebook.com/moriyamaen/,https://www.instagram.com/moriyamaenjp/,https://maps.google.com/?cid=6588999777049915253,Aomori,Japan,Active,40.5869073,140.4570299,mori-yama-en
Adesanya Mead & Microbrewery,0,0,0,1,1,2021,2021,1,https://ciderguide.com/adesanya-mead-microbrewery/,https://adesanyamead.com/,https://www.facebook.com/AdesanyaMead,https://www.instagram.com/adesanyamead/,https://maps.google.com/?cid=11170001888065765482,Michigan,United States,Active,42.9128227,-85.739652,adesanya-mead-microbrewery
Bardic Brewing & Cider,0,0,0,1,1,2021,2021,1,https://ciderguide.com/bardic-brewing-cider/,https://bardicbrewing.com/,https://www.facebook.com/BardicBrewing/,https://www.instagram.com/bardicbrewing/,https://maps.google.com/?cid=16287026841313638802,Washington,United States,Active,47.6558422,-117.1983661,bardic-brewing-cider
Bayfield Winery & Blue Ox Cider,0,0,0,1,1,2021,2021,1,https://ciderguide.com/bayfield-winery-blue-ox-cider/,https://www.bayfieldwinery.com/,https://www.facebook.com/bayfieldwinery,https://www.instagram.com/bayfieldwinery/,https://maps.google.com/?cid=14105068756577217367,Wisconsin,United States,Active,46.8371393,-90.8362981,bayfield-winery-blue-ox-cider
Blindwood Cider,0,0,0,1,1,2019,2019,1,https://ciderguide.com/blindwood-cider/,https://www.blindwood.com/,https://www.facebook.com/drinkblindwoodcider,https://www.instagram.com/blindwoodcider/,https://maps.google.com/?cid=13001034442133728858,California,United States,Active,37.7058267,-122.188838,blindwood-cider
Hard Way Cider Co.,0,0,0,1,1,2019,2019,1,https://ciderguide.com/hard-way-cider-co/,https://www.hardwaycider.com/,https://www.facebook.com/hardwaycider/,https://www.instagram.com/hardwaycider/,https://maps.google.com/?cid=5676879976146727731,Ontario,Canada,Active,44.241888,-76.5736795,hard-way-cider-co
Red Door Brewing Company,0,0,0,1,1,2019,2019,1,https://ciderguide.com/red-door-brewing-company/,http://reddoorbrewing.com/,https://www.facebook.com/reddoorbrewing/,https://www.instagram.com/reddoorbrewing/,https://maps.google.com/?cid=1847811764548702029,New Mexico,United States,Active,35.0848892,-106.6532389,red-door-brewing-company
The New Frontier Cider Company,0,0,0,1,1,2019,2019,1,https://ciderguide.com/the-new-frontier-cider-company/,,,,,Ohio,United States,Inactive,41.04744,-81.850545,the-new-frontier-cider-company
Westview Orchards & Winery,0,0,0,1,1,2019,2019,1,https://ciderguide.com/westview-orchards-winery/,https://www.westviewproduce.com/,https://www.facebook.com/WestviewOrchards,https://www.instagram.com/westvieworchards/,https://maps.google.com/?cid=15618716970399132431,Michigan,United States,Active,42.772653,-83.018539,westview-orchards-winery
XO Alambic,0,0,0,1,1,2019,2019,1,https://ciderguide.com/xo-alambic/,,,,,Washington,United States,Inactive,46.3100847,-117.9976091,xo-alambic
Malicious Spirits,0,0,0,1,1,2018,2018,1,https://ciderguide.com/malicious-spirits/,,,,,Michigan,United States,Inactive,44.2126394,-86.2616291,malicious-spirits
Cotswold Cider Company,0,0,0,1,1,2017,2017,1,https://ciderguide.com/cotswold-cider-company/,http://www.cotswoldciderco.com/,https://www.facebook.com/thecotswoldciderco,,,Wiltshire,United Kingdom,Active,51.650203,-1.5959266,cotswold-cider-company
Brinkhall Sparkling,0,0,0,1,1,2017,2017,1,https://ciderguide.com/brinkhall-sparkling/,https://bsp.fi/,https://www.facebook.com/brinkhalls,https://www.instagram.com/brinkhallsparkling/,https://www.google.com/maps?cid=10856204128601037922,Southwest Finland,Finland,Active,60.4236854,23.0462561,brinkhall-sparkling
Working Hands Fermentation,0,0,0,1,1,2017,2017,1,https://ciderguide.com/working-hands-fermentation/,https://www.workinghandsfermentation.com/,https://www.facebook.com/workinghandsbeer,https://www.instagram.com/workinghandsbeer/,https://www.google.com/maps?cid=5832524138589986526,Oregon,United States,Active,45.7024656,-121.5233966,working-hands-fermentation
Arktos Meadery,0,0,0,1,1,2016,2016,1,https://ciderguide.com/arktos-meadery/,http://arktosmeadery.com/,https://www.facebook.com/arktosmeadery,https://www.instagram.com/arktosmeadery/,https://maps.google.com/?cid=7005936374443669774,Michigan,United States,Active,42.9705088,-85.6806922,arktos-meadery
F.H. Prager,0,0,0,1,1,2016,2016,1,https://ciderguide.com/f-h-prager/,https://fhprager.cz/,https://www.facebook.com/FHPrager,https://www.instagram.com/fhprager/,https://maps.google.com/?cid=5646652119245236581,Prague,Czechia,Active,49.9773812,14.3938187,f-h-prager
Rebel Seed Cidery,0,0,0,1,1,2016,2016,1,https://ciderguide.com/rebel-seed-cidery/,,https://www.facebook.com/RebelSeedCider/,,https://maps.google.com/?cid=7067059753674240387,Delaware,United States,Active,39.083683,-75.742472,rebel-seed-cidery
Craigies Cider,0,0,0,1,1,2015,2015,1,https://ciderguide.com/craigies-cider/,https://craigiescider.ie/,https://www.facebook.com/CraigiesCider,https://www.instagram.com/craigiescider/,https://maps.google.com/?cid=15929028342107779755,Carlow,Ireland,Active,52.6971962,-6.9762235,craigies-cider
Dan Kelly's Cider,0,0,0,1,1,2015,2015,1,https://ciderguide.com/dan-kellys-cider/,https://dankellyscider.com/,https://www.facebook.com/DanKellysCider,https://www.instagram.com/dankellyscider/,https://goo.gl/maps/ecWYQw42trgsqCa26,Louth,Ireland,Active,53.7063533,-6.3223204,dan-kellys-cider
Duntroon Cyder House,0,0,0,1,1,2015,2015,1,https://ciderguide.com/duntroon-cyder-house/,http://duntrooncyderhouse.com/,https://www.facebook.com/DuntroonCyderHouse,https://www.instagram.com/duntrooncyderhouse/,https://maps.google.com/?cid=64bcac1176cdd7a9,Ontario,Canada,Active,44.410816,-80.196816,duntroon-cyder-house
Longueville House,0,0,0,1,1,2015,2015,1,https://ciderguide.com/longueville-house/,http://www.longuevillehouse.ie/,,,https://maps.google.com/?cid=5224027865172259654,Cork,Ireland,Active,52.1385965,-8.6462977,longueville-house
Santa Fe Cider Works,0,0,0,1,1,2015,2015,1,https://ciderguide.com/santa-fe-cider-works/,,,,,New Mexico,United States,Inactive,35.637686,-106.025024,santa-fe-cider-works
Three Brothers Wineries & Estates,0,0,0,1,1,2015,2015,1,https://ciderguide.com/three-brothers-wineries-estates/,http://www.3brotherswinery.com/,,https://www.instagram.com/3broswine/,https://maps.google.com/?cid=14242304132257134000,New York,United States,Active,42.820685,-76.926299,three-brothers-wineries-estates
Apfelweinkontor,0,0,0,1,1,2014,2014,1,https://ciderguide.com/apfelweinkontor/,https://www.apfelweinkontor.com/,https://www.facebook.com/Apfelweinkontor,https://www.instagram.com/apfelweinkontor/,https://maps.google.com/?cid=599143855742456461,Hesse,Germany,Active,50.0830297,8.5706785,apfelweinkontor
Sanctuary Spirits,0,0,0,1,1,2014,2014,1,https://ciderguide.com/sanctuary-spirits/,https://www.sanctuaryspirits.com/,https://www.facebook.com/SanctuaryGL,,https://maps.google.com/?cid=16808971529887652729,Michigan,United States,Active,42.7404054,-84.7354777,sanctuary-spirits
Sully's Cider,0,0,0,1,1,2014,2014,1,https://ciderguide.com/sullys-cider/,https://www.braidwoodmade.com.au/,https://www.facebook.com/sullyscider,,https://www.google.com/maps?cid=15769259423179665592,New South Wales,Australia,Active,-35.5730387,149.8488755,sullys-cider
The Cider Mill Slane,0,0,0,1,1,2014,2014,1,https://ciderguide.com/the-cider-mill-slane/,http://cockagee.ie/,,https://www.instagram.com/thecidermillslane/,https://maps.google.com/?cid=14640349583461390741,Meath,Ireland,Active,53.7129257,-6.6236699,the-cider-mill-slane
The Hills Cider Company,0,0,0,1,1,2014,2014,1,https://ciderguide.com/the-hills-cider-company/,http://www.thehillscidercompany.com.au/,https://www.facebook.com/thehillscidercompany,https://www.instagram.com/thehillscidercompany/,https://maps.google.com/?cid=40048064327732560,South Australia,Australia,Active,-34.9062759,138.5941616,the-hills-cider-company
Vines & Rushes Winery,0,0,0,1,1,2014,2014,1,https://ciderguide.com/vines-rushes-winery/,http://vinesandrushes.com/,https://www.facebook.com/vinesandrushes/,https://www.instagram.com/vinesandrushes,https://maps.google.com/?cid=12762340411071091355,Wisconsin,United States,Active,43.906003,-88.839949,vines-rushes-winery
Allegheny Cellars Winery,0,0,0,1,1,2013,2013,1,https://ciderguide.com/allegheny-cellars-winery/,https://alleghenycellars.com/,https://www.facebook.com/AlleghenyCellarsWinery/,,https://maps.google.com/?cid=1822976743540902702,Pennsylvania,United States,Active,40.1450666,-79.8385414,allegheny-cellars-winery
Sidra Castañón,0,0,0,1,1,2013,2013,1,https://ciderguide.com/sidra-castanon/,http://www.sidracastanon.com/,https://www.facebook.com/sidracastanon/,https://www.instagram.com/sidracastanon/,https://maps.google.com/?cid=3082307260151948865,Villaviciosa,Spain,Active,43.5144271,-5.5691788,sidra-castanon
Sidra Menéndez,0,0,0,1,1,2013,2013,1,https://ciderguide.com/sidra-menendez/,https://www.sidramenendez.com/,https://www.facebook.com/sidramenendez/,,https://maps.google.com/?cid=17564685525851225222,Gijón,Spain,Active,43.4612103,-5.6209813,sidra-menendez
Summerland Heritage Cider Company,0,0,0,1,1,2013,2013,1,https://ciderguide.com/summerland-heritage-cider-company/,http://www.summerlandcider.com/,,,https://goo.gl/maps/1mXsBm9g5Mm,British Columbia,Canada,Active,49.571672,-119.636982,summerland-heritage-cider-company
Downeast Cider House,0,0,0,1,1,2012,2012,1,https://ciderguide.com/downeast-cider-house/,http://downeastcider.com/,,https://www.instagram.com/downeastcider/,https://maps.google.com/?cid=7019685646770059533,Massachusetts,United States,Active,42.382701,-71.050492,downeast-cider-house
French Road Cellars,0,0,0,1,1,2011,2011,1,https://ciderguide.com/french-road-cellars/,,https://www.facebook.com/people/French-Road-Cellars/100000891320821,,https://maps.google.com/?cid=8940085964303700205,Michigan,United States,Active,44.9473982,-85.7551357,french-road-cellars
Yahara Bay Distillery,0,0,0,1,1,2011,2011,1,https://ciderguide.com/yahara-bay-distillery/,https://yaharabay.com/,https://www.facebook.com/yaharabay/,https://www.instagram.com/yaharabaydistillers/,https://maps.google.com/?cid=8701529831545914795,Wisconsin,United States,Active,43.0106427,-89.4784476,yahara-bay-distillery
